"gene"	"B6_2ng_B6_NT1"	"B6_10ng_B6_NT1"	"B6_10ng_B6_2ng"	"B6_50ng_B6_NT1"	"B6_50ng_B6_2ng"	"B6_50ng_B6_10ng"	"1h_NT1_B6_NT1"	"1h_NT1_B6_2ng"	"1h_NT1_B6_10ng"	"1h_NT1_B6_50ng"	"1h_2ng_B6_NT1"	"1h_2ng_B6_2ng"	"1h_2ng_B6_10ng"	"1h_2ng_B6_50ng"	"1h_2ng_1h_NT1"	"1h_10ng_B6_NT1"	"1h_10ng_B6_2ng"	"1h_10ng_B6_10ng"	"1h_10ng_B6_50ng"	"1h_10ng_1h_NT1"	"1h_10ng_1h_2ng"	"1h_50ng_B6_NT1"	"1h_50ng_B6_2ng"	"1h_50ng_B6_10ng"	"1h_50ng_B6_50ng"	"1h_50ng_1h_NT1"	"1h_50ng_1h_2ng"	"1h_50ng_1h_10ng"
"Snrk"	NA	"-0.730872"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Ccr2"	NA	"-2.428530"	"-2.070350"	"-2.597580"	"-2.239410"	NA	NA	NA	"  2.652480"	"  2.821530"	NA	NA	" 2.190010"	"  2.359060"	NA	"-1.151460"	NA	" 1.277070"	" 1.446120"	"-1.375420"	"-0.912939"	NA	NA	" 2.056230"	" 2.225280"	NA	NA	NA
"Dync2h1"	NA	"-1.726030"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Endod1"	NA	" 0.871076"	NA	" 1.475470"	" 1.179890"	NA	NA	NA	NA	" -1.261350"	" 0.742509"	NA	NA	NA	NA	" 1.199250"	"  0.903666"	NA	NA	" 0.985123"	NA	" 0.913486"	NA	NA	NA	NA	NA	NA
"Fat3"	NA	"-1.208770"	"-1.309110"	"-1.637240"	"-1.737590"	NA	NA	NA	"  1.806430"	"  2.234900"	NA	NA	" 1.622280"	"  2.050750"	NA	"-1.193630"	" -1.293970"	NA	NA	"-1.791290"	"-1.607140"	NA	NA	NA	NA	"-1.267570"	"-1.083420"	NA
"Fdx1l"	NA	" 0.809373"	NA	NA	NA	"-1.095560"	NA	NA	" -0.791510"	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.897558"	NA	NA	NA	NA	"-1.072690"	NA	NA	NA	"-0.874697"
"Kank2"	NA	"-1.828860"	"-1.140980"	"-1.670200"	"-0.982321"	NA	NA	" 0.790292"	"  1.931270"	"  1.772610"	NA	NA	" 1.462940"	"  1.304290"	NA	"-1.216070"	NA	NA	NA	"-1.318480"	"-0.850155"	NA	NA	" 1.668310"	" 1.509650"	NA	NA	" 1.055520"
"Epor"	NA	"-4.040520"	NA	" 0.000000"	" 0.000000"	NA	NA	NA	"  3.793680"	"  0.000000"	"-1.611780"	NA	NA	"  0.000000"	NA	"-3.803120"	NA	NA	NA	"-3.556270"	NA	NA	NA	NA	" 0.000000"	NA	NA	NA
"Anln"	NA	"-0.954691"	"-1.647190"	"-2.824510"	"-3.517010"	"-1.869820"	" 1.128050"	NA	"  2.082740"	"  3.952560"	" 1.475050"	" 0.782554"	" 2.429740"	"  4.299560"	NA	NA	" -1.183350"	NA	" 2.333650"	"-1.618900"	"-1.965910"	NA	"-1.384340"	NA	" 2.132670"	"-1.819890"	"-2.166900"	NA
"Aplp2"	NA	"-1.356400"	NA	"-1.141160"	NA	NA	NA	NA	"  1.232920"	"  1.017680"	NA	NA	NA	NA	NA	"-1.707420"	" -0.997489"	NA	NA	"-1.583940"	"-0.840558"	NA	NA	NA	NA	NA	NA	" 1.069530"
"Fli1"	NA	"-1.357160"	"-1.051720"	"-1.989170"	"-1.683730"	NA	NA	NA	"  1.132910"	"  1.764930"	NA	NA	" 1.047110"	"  1.679120"	NA	"-1.141910"	" -0.836470"	NA	" 0.847262"	"-0.917663"	"-0.831859"	NA	NA	NA	" 1.305400"	NA	NA	NA
"Gramd1b"	NA	"-0.989609"	NA	NA	NA	NA	NA	NA	"  0.918046"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.014490"	NA	NA	NA	NA
"Sorl1"	NA	" 1.177080"	NA	" 1.676190"	NA	NA	NA	"-1.057690"	" -1.387370"	" -1.886480"	NA	NA	NA	NA	NA	NA	NA	NA	"-1.322780"	NA	NA	NA	NA	NA	"-1.348970"	NA	NA	NA
"Oaf"	NA	" 2.211980"	" 1.892980"	" 3.541740"	" 3.222750"	" 1.329760"	NA	NA	NA	" -2.321940"	NA	NA	NA	" -2.109680"	NA	" 3.351600"	"  3.032600"	" 1.139620"	NA	" 2.131790"	" 1.919530"	" 3.865530"	" 3.546530"	" 1.653550"	NA	" 2.645720"	" 2.433470"	NA
"C2cd2l"	NA	"-0.952579"	NA	NA	NA	NA	NA	NA	"  1.287940"	NA	NA	NA	" 0.918201"	NA	NA	"-0.826384"	NA	NA	NA	"-1.161740"	NA	NA	NA	" 0.883480"	NA	NA	NA	NA
"Rexo2"	NA	" 0.821893"	NA	NA	NA	NA	NA	NA	" -0.755027"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Bco2"	NA	"-1.184430"	NA	NA	NA	NA	NA	NA	NA	NA	"-1.163670"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.318180"	NA	NA	" 1.297420"	" 1.000740"
"Layn"	NA	" 1.850570"	" 1.063620"	" 2.813010"	" 2.026060"	" 0.962447"	NA	NA	" -1.800890"	" -2.763340"	" 0.961232"	NA	"-0.889335"	" -1.851780"	NA	" 1.684680"	"  0.897730"	NA	"-1.128330"	" 1.635010"	NA	" 1.882410"	" 1.095460"	NA	"-0.930601"	" 1.832740"	" 0.921181"	NA
"Zc3h12c"	NA	" 1.399670"	" 0.999212"	" 3.424480"	" 3.024020"	" 2.024810"	NA	NA	" -1.192040"	" -3.216850"	NA	NA	NA	" -2.742850"	NA	" 1.636520"	"  1.236050"	NA	"-1.787970"	" 1.428880"	" 0.954880"	" 1.792440"	" 1.391970"	NA	"-1.632050"	" 1.584800"	" 1.110800"	NA
"1700017B05Rik"	NA	"-0.848811"	NA	NA	NA	NA	NA	" 0.876426"	"  1.184600"	"  0.995597"	NA	" 0.896627"	" 1.204800"	"  1.015800"	NA	NA	NA	NA	NA	NA	"-0.743758"	NA	" 0.808559"	" 1.116730"	" 0.927730"	NA	NA	NA
"Scamp5"	NA	"-0.764950"	NA	"-1.301210"	"-1.252590"	NA	NA	NA	NA	"  1.085280"	NA	NA	NA	"  1.032140"	NA	"-1.485220"	" -1.436590"	NA	NA	"-1.269290"	"-1.216150"	NA	NA	NA	NA	NA	NA	NA
"Pml"	NA	" 1.086780"	NA	" 2.354120"	" 1.844300"	" 1.267330"	NA	NA	" -0.991150"	" -2.258480"	NA	NA	NA	" -1.622230"	NA	" 1.669720"	"  1.159900"	NA	NA	" 1.574090"	" 0.937831"	" 1.920450"	" 1.410630"	NA	NA	" 1.824810"	" 1.188560"	NA
"Kif23"	NA	"-1.060400"	"-1.569950"	"-3.908770"	"-4.418310"	"-2.848370"	NA	NA	"  1.687070"	"  4.535440"	" 0.875871"	NA	" 1.936270"	"  4.784640"	NA	NA	" -1.089960"	NA	" 3.328350"	"-1.207090"	"-1.456280"	NA	"-1.285320"	NA	" 3.133000"	"-1.402440"	"-1.651640"	NA
"Aph1c"	NA	"-2.515180"	"-1.480950"	"-3.313480"	"-2.279250"	NA	NA	NA	"  1.965540"	"  2.763840"	"-1.630650"	NA	NA	"  1.682820"	NA	"-2.654990"	" -1.620760"	NA	NA	"-2.105360"	NA	NA	NA	" 1.746830"	" 2.545130"	NA	NA	" 1.886650"
"Lactb"	NA	" 0.772252"	NA	" 0.783784"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.925575"	NA	NA	NA	" 0.879180"	NA	NA	NA	NA	NA	NA	NA	NA
"Ccnb2"	NA	"-1.173900"	"-1.674540"	"-4.742690"	"-5.243330"	"-3.568790"	" 0.762673"	NA	"  1.936580"	"  5.505370"	" 0.830451"	NA	" 2.004360"	"  5.573150"	NA	"-0.762787"	" -1.263430"	NA	" 3.979910"	"-1.525460"	"-1.593240"	NA	"-1.393820"	NA	" 3.849510"	"-1.655860"	"-1.723640"	NA
"Fam63b"	NA	"-0.960144"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.496570"	" -1.070280"	NA	"-0.904736"	"-1.240520"	"-0.804689"	NA	NA	NA	NA	NA	NA	" 0.945976"
"Mb21d1"	NA	" 1.732290"	" 1.153970"	" 2.317230"	" 1.738910"	NA	NA	NA	" -1.144160"	" -1.729090"	" 1.161150"	NA	NA	" -1.156070"	NA	" 2.148860"	"  1.570550"	NA	NA	" 1.560730"	" 0.987711"	" 1.084030"	NA	NA	"-1.233190"	NA	NA	"-1.064830"
"Slc17a5"	NA	"-1.156660"	NA	"-1.346250"	"-0.792342"	NA	NA	NA	"  0.992833"	"  1.182420"	"-0.777687"	NA	NA	NA	NA	"-1.462170"	" -0.908269"	NA	NA	"-1.298340"	NA	NA	NA	NA	NA	NA	NA	" 0.903951"
"Hmgn3"	NA	" 0.916097"	NA	" 0.973124"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.315530"	NA	NA	NA	" 0.922071"	NA	NA	NA	NA	NA	NA	NA	NA
"Me1"	NA	" 1.380500"	NA	" 1.958100"	" 1.200350"	NA	NA	NA	" -1.230470"	" -1.808070"	NA	NA	"-0.774039"	" -1.351640"	NA	" 0.981875"	NA	NA	"-0.976224"	" 0.831845"	NA	NA	NA	NA	"-1.162080"	NA	NA	NA
"1190002N15Rik"	NA	"-0.912455"	NA	"-0.855667"	NA	NA	NA	NA	"  1.113170"	"  1.056380"	NA	NA	" 0.821135"	"  0.764347"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Zbtb38"	NA	"-1.295940"	NA	"-1.305140"	NA	NA	NA	NA	"  1.255100"	"  1.264310"	NA	NA	NA	NA	NA	"-1.347640"	" -0.805361"	NA	NA	"-1.306800"	NA	NA	NA	" 0.865136"	" 0.874340"	NA	NA	" 0.916834"
"Il20rb"	NA	" 2.022130"	" 1.233410"	" 2.498300"	" 1.709580"	NA	NA	NA	" -1.877390"	" -2.353560"	NA	NA	"-1.196380"	" -1.672540"	NA	" 2.090990"	"  1.302270"	NA	NA	" 1.946250"	" 1.265230"	" 2.094230"	" 1.305510"	NA	NA	" 1.949490"	" 1.268480"	NA
"Nck1"	NA	" 1.063890"	NA	" 1.333660"	" 0.919725"	NA	NA	NA	" -1.157090"	" -1.426850"	NA	NA	NA	" -0.943895"	NA	" 1.205060"	"  0.791131"	NA	NA	" 1.298260"	" 0.815302"	" 1.142980"	NA	NA	NA	" 1.236170"	NA	NA
"Alas1"	NA	" 1.931170"	" 1.191460"	" 3.285770"	" 2.546060"	" 1.354600"	NA	NA	" -1.848570"	" -3.203180"	" 0.916578"	NA	"-1.014590"	" -2.369190"	" 0.833985"	" 2.166430"	"  1.426720"	NA	"-1.119340"	" 2.083840"	" 1.249850"	" 2.515940"	" 1.776240"	NA	NA	" 2.433350"	" 1.599360"	NA
"Atrip,Gm42641,Trex1"	NA	" 2.860160"	" 2.197860"	" 3.103550"	" 2.441260"	NA	NA	"-0.836250"	" -3.034110"	" -3.277510"	" 0.908455"	NA	"-1.951700"	" -2.195090"	" 1.082410"	" 3.624600"	"  2.962310"	NA	NA	" 3.798560"	" 2.716150"	" 3.493920"	" 2.831620"	NA	NA	" 3.667870"	" 2.585460"	NA
"Gm43814"	NA	" 1.971610"	" 2.282290"	" 3.529630"	" 3.840300"	" 1.558010"	NA	NA	NA	" -4.650270"	NA	NA	"-3.094600"	" -4.652610"	NA	" 2.237290"	"  2.547960"	NA	"-1.292340"	" 3.357930"	" 3.360270"	" 2.778270"	" 3.088940"	NA	NA	" 3.898920"	" 3.901250"	NA
"Ccrl2"	NA	" 2.302760"	" 2.370280"	" 5.003420"	" 5.070940"	" 2.700660"	NA	NA	" -2.211200"	" -4.911860"	NA	NA	"-2.153710"	" -4.854360"	NA	" 3.249420"	"  3.316940"	" 0.946655"	"-1.754000"	" 3.157860"	" 3.100360"	" 4.378780"	" 4.446300"	" 2.076020"	NA	" 4.287230"	" 4.229730"	" 1.129370"
"Cmtm8"	NA	"-2.275880"	NA	"-2.069940"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-2.148070"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Sec22c"	NA	"-1.004060"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.587890"	" -1.330280"	NA	NA	"-1.438130"	"-1.222120"	NA	NA	NA	NA	NA	NA	" 1.089580"
"Higd1a"	NA	" 0.968683"	NA	NA	NA	"-0.849034"	NA	NA	" -0.888361"	NA	NA	NA	NA	NA	NA	" 1.095130"	NA	NA	" 0.975476"	" 1.014800"	" 0.789915"	NA	NA	NA	NA	NA	NA	"-0.792251"
"Gm26797"	NA	" 2.951350"	" 2.304020"	" 4.429780"	" 3.782440"	" 1.478420"	NA	NA	" -3.006310"	" -4.484730"	NA	NA	NA	" -2.959610"	NA	" 3.654450"	"  3.007110"	NA	NA	" 3.709410"	" 2.184280"	" 3.440720"	" 2.793390"	NA	NA	" 3.495680"	" 1.970550"	NA
"AC125149.3"	NA	" 0.000000"	NA	" 0.000000"	NA	" 1.448320"	NA	NA	NA	NA	NA	NA	NA	" -4.155480"	NA	" 0.000000"	NA	NA	"-1.399350"	NA	NA	" 0.000000"	NA	NA	NA	NA	NA	NA
"AC168977.1"	NA	" 2.107190"	" 1.897950"	" 2.967400"	" 2.758160"	NA	NA	NA	" -3.118850"	" -3.979060"	NA	NA	"-2.300120"	" -3.160330"	NA	NA	NA	"-1.745880"	"-2.606090"	NA	NA	NA	NA	NA	"-1.804860"	NA	NA	NA
"Csprs"	NA	" 2.477630"	" 2.935550"	" 4.727250"	" 5.185170"	" 2.249610"	" 3.323760"	" 3.781680"	NA	" -1.403490"	" 5.058880"	" 5.516800"	" 2.581250"	NA	" 1.735120"	" 7.878960"	"  8.336880"	" 5.401330"	" 3.151710"	" 4.555200"	" 2.820080"	" 7.630430"	" 8.088350"	" 5.152790"	" 2.903180"	" 4.306670"	" 2.571550"	NA
"Tmlhe"	NA	"-1.365000"	NA	"-1.366570"	NA	NA	NA	NA	"  1.042140"	"  1.043710"	"-0.777594"	NA	NA	NA	NA	"-1.321780"	NA	NA	NA	"-0.998921"	NA	NA	NA	" 0.867044"	" 0.868614"	NA	NA	NA
"AC149090.1"	NA	"-0.952292"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.473500"	" -1.135370"	NA	NA	"-1.278380"	"-0.816280"	NA	NA	NA	NA	NA	NA	" 1.018620"
"Syp"	NA	"-1.481720"	NA	NA	NA	NA	NA	NA	NA	NA	"-1.775520"	NA	NA	NA	NA	"-2.210570"	" -1.683600"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Otud5"	NA	" 0.774915"	NA	" 1.175420"	NA	NA	NA	NA	" -0.971173"	" -1.371680"	NA	NA	NA	" -1.021710"	NA	" 0.806358"	NA	NA	NA	" 1.002620"	NA	NA	NA	NA	NA	" 0.948966"	NA	NA
"B630019K06Rik"	NA	"-1.207400"	NA	"-1.305560"	NA	NA	NA	NA	"  1.263180"	"  1.361340"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.027510"	NA	NA	NA	NA	NA	NA	NA	NA
"Wdr44"	NA	"-1.617390"	"-0.940689"	"-0.882458"	NA	NA	NA	NA	"  1.371470"	NA	"-0.898201"	NA	NA	NA	NA	"-1.190880"	NA	NA	NA	"-0.944959"	NA	NA	NA	" 1.177930"	NA	NA	NA	NA
"Slc25a43"	NA	" 1.447150"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.771680"	"  1.205520"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Stk26"	NA	"-3.178150"	"-2.752630"	"-2.702380"	"-2.276860"	NA	NA	NA	"  3.173910"	"  2.698140"	NA	NA	" 2.206660"	"  1.730890"	NA	"-2.814770"	" -2.389250"	NA	NA	"-2.810530"	"-1.843280"	NA	NA	" 2.192930"	" 1.717170"	NA	NA	" 1.829560"
"Ddx26b"	NA	"-1.361610"	NA	"-1.657750"	"-1.165430"	NA	NA	NA	"  1.369500"	"  1.665640"	NA	NA	NA	NA	NA	"-1.718050"	" -1.225720"	NA	NA	"-1.725930"	"-1.130540"	NA	NA	NA	NA	NA	NA	NA
"Rpl30-ps10"	NA	" 0.000000"	NA	" 0.000000"	NA	NA	NA	NA	NA	NA	" 0.000000"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Plxnb3"	NA	"-2.123440"	NA	"-1.456270"	NA	NA	NA	NA	"  1.692030"	NA	NA	NA	NA	NA	NA	"-1.999420"	NA	NA	NA	"-1.568010"	NA	NA	NA	" 1.695880"	NA	NA	NA	" 1.571860"
"Srpk3"	NA	"-4.298720"	NA	"-5.030160"	NA	NA	NA	NA	"  4.129530"	"  4.860980"	NA	NA	NA	NA	NA	"-3.619560"	NA	NA	NA	"-3.450370"	NA	NA	NA	" 2.866410"	NA	NA	NA	NA
"F630028O10Rik,Mir223"	NA	"-1.709640"	"-1.901750"	"-3.240320"	"-3.432430"	"-1.530680"	NA	NA	"  1.766680"	"  3.297360"	NA	NA	" 1.339020"	"  2.869700"	NA	"-2.078370"	" -2.270470"	NA	" 1.161950"	"-2.135410"	"-1.707750"	NA	"-1.036200"	NA	" 2.396220"	"-0.901140"	NA	" 1.234270"
"Stard8"	NA	"-2.210200"	"-1.606210"	"-1.535710"	"-0.931712"	NA	NA	NA	"  1.988410"	"  1.313920"	NA	NA	" 1.602240"	"  0.927749"	NA	"-1.845980"	" -1.241980"	NA	NA	"-1.624190"	"-1.238020"	NA	NA	" 1.670490"	" 0.995991"	NA	NA	" 1.306260"
"Nhsl2"	NA	"-2.207130"	"-2.086160"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-2.174780"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Gm27875,Jpx"	NA	" 2.741130"	" 2.990530"	NA	NA	"-2.834170"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Pgk1"	NA	" 0.986461"	NA	" 1.274900"	NA	NA	NA	NA	NA	NA	" 1.049000"	NA	NA	NA	NA	" 1.167360"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Apool"	NA	" 1.003990"	NA	" 0.873050"	NA	NA	NA	NA	" -1.246800"	" -1.115860"	NA	NA	"-0.912730"	NA	NA	" 0.951642"	NA	NA	NA	" 1.194460"	" 0.860383"	NA	NA	NA	NA	" 0.934288"	NA	NA
"Ngfrap1"	NA	"-0.817736"	NA	"-2.639760"	"-2.409530"	"-1.822020"	NA	NA	"  1.007630"	"  2.829650"	NA	NA	NA	"  2.443300"	NA	NA	NA	NA	" 1.930940"	"-0.898712"	NA	NA	NA	NA	" 1.966150"	"-0.863501"	NA	NA
"Rragb"	NA	"-1.404610"	NA	"-2.054100"	"-1.647220"	NA	NA	NA	NA	"  1.976870"	NA	NA	NA	"  1.692050"	NA	"-1.410400"	NA	NA	NA	"-1.333170"	NA	NA	NA	NA	NA	NA	NA	NA
"Ap1s2"	NA	"-1.014470"	"-0.929547"	"-1.409910"	"-1.324980"	NA	NA	NA	"  0.894340"	"  1.289780"	NA	NA	NA	"  0.906443"	NA	"-1.702520"	" -1.617590"	NA	NA	"-1.582380"	"-1.199050"	NA	NA	NA	NA	NA	NA	" 1.045030"
"Arhgap6,Gm27980"	NA	"-2.265200"	NA	NA	NA	NA	NA	NA	"  2.237590"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2010204K13Rik"	NA	" 2.222030"	NA	NA	NA	NA	NA	NA	NA	NA	" 2.368450"	NA	NA	NA	NA	" 3.092850"	"  1.943830"	NA	" 1.867720"	" 1.877140"	NA	NA	NA	NA	NA	NA	NA	"-1.567900"
"Fundc1"	NA	"-0.792146"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.964073"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Slc9a7"	NA	"-1.360880"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.419000"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Fam122b"	NA	"-1.157940"	"-0.981170"	NA	NA	NA	NA	NA	"  1.228640"	"  0.995667"	NA	NA	" 1.132200"	NA	NA	"-1.124500"	NA	NA	NA	"-1.195200"	"-1.098760"	NA	NA	NA	NA	NA	NA	NA
"Mospd1"	NA	"-1.455110"	NA	"-1.687620"	"-1.030440"	NA	NA	NA	"  1.253290"	"  1.485800"	NA	NA	NA	"  1.020570"	NA	"-1.797470"	" -1.140290"	NA	NA	"-1.595650"	"-1.130420"	NA	NA	NA	" 1.016480"	NA	NA	" 1.126330"
"Gm6977"	NA	" 1.264770"	NA	NA	NA	NA	NA	NA	" -1.381030"	" -1.208270"	NA	"-1.274390"	"-1.698560"	" -1.525790"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Cxcr3"	NA	"-1.503150"	"-2.032770"	"-4.403820"	"-4.933440"	"-2.900670"	NA	NA	"  1.379490"	"  4.280160"	NA	NA	" 1.522210"	"  4.422880"	NA	"-1.990080"	" -2.519700"	NA	" 2.413740"	"-1.866410"	"-2.009140"	NA	"-1.278720"	NA	" 3.654730"	NA	NA	" 1.240980"
"Cited1"	NA	" 0.000000"	NA	" 0.000000"	NA	NA	NA	NA	NA	NA	NA	NA	" 0.000000"	"  0.000000"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Slc25a53"	NA	"-1.585210"	NA	NA	NA	NA	NA	NA	NA	NA	"-1.422040"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Tsc22d3"	NA	"-1.713330"	"-1.148180"	"-2.750210"	"-2.185060"	"-1.036880"	NA	NA	"  0.974651"	"  2.011530"	"-0.922469"	NA	" 0.790861"	"  1.827740"	NA	"-1.618470"	" -1.053320"	NA	" 1.131740"	"-0.879789"	NA	NA	NA	" 1.100450"	" 2.137330"	NA	NA	" 1.005590"
"Kctd12b"	NA	"-2.215100"	"-1.782840"	"-1.271560"	"-0.839294"	" 0.943546"	NA	NA	"  1.861150"	"  0.917603"	"-0.797845"	NA	" 1.417260"	NA	NA	"-2.451990"	" -2.019730"	NA	"-1.180430"	"-2.098040"	"-1.654150"	NA	NA	" 1.453260"	NA	NA	NA	" 1.690150"
"Sat1"	NA	"-1.229870"	NA	"-1.617380"	NA	NA	NA	NA	NA	NA	"-1.501480"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.328930"	NA	" 1.213030"	NA
"G530011O06Rik"	NA	" 1.878000"	" 1.329710"	" 2.302220"	" 1.753930"	NA	NA	"-2.107330"	" -3.437040"	" -3.861260"	NA	"-1.733120"	"-3.062840"	" -3.487060"	NA	NA	NA	"-1.131750"	"-1.555970"	" 2.305290"	" 1.931090"	NA	NA	NA	NA	" 2.628820"	" 2.254610"	NA
"Gm37158"	NA	" 1.294730"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.330800"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Sgol2a"	NA	NA	"-1.614750"	NA	NA	NA	NA	NA	"  1.610070"	NA	" 1.559060"	NA	" 2.169400"	"  3.958380"	NA	NA	NA	NA	NA	NA	"-1.722460"	NA	NA	NA	NA	NA	"-2.267020"	NA
"Gpc1"	NA	NA	" 1.377180"	" 3.734760"	" 3.101310"	" 1.724130"	NA	NA	" -2.577980"	" -4.302120"	NA	NA	"-1.818870"	" -3.543000"	NA	NA	"  1.394430"	NA	"-1.706880"	" 2.595230"	" 1.836110"	" 2.480580"	NA	NA	NA	" 3.047940"	" 2.288820"	NA
"Ube2t"	NA	NA	"-1.287830"	"-3.136430"	"-3.601480"	"-2.313650"	NA	NA	"  1.385250"	"  3.698900"	NA	NA	" 1.527400"	"  3.841050"	NA	NA	NA	NA	" 2.999990"	NA	NA	NA	NA	NA	" 2.444270"	NA	"-1.396780"	NA
"Kif14"	NA	NA	"-2.441860"	"-2.924150"	"-4.258200"	NA	NA	NA	"  1.957750"	"  3.774090"	" 1.492030"	NA	" 2.599850"	"  4.416180"	NA	NA	" -1.840350"	NA	NA	NA	"-1.998330"	NA	NA	NA	NA	NA	"-1.954390"	NA
"Glul,Mir8114"	NA	NA	"-0.895076"	NA	"-1.551180"	NA	NA	"-0.856194"	NA	NA	NA	NA	" 0.879999"	"  1.536100"	" 0.841117"	NA	" -0.948316"	NA	NA	NA	"-0.933239"	NA	"-0.908311"	NA	NA	NA	"-0.893234"	NA
"Nsl1"	NA	NA	"-1.048370"	"-1.929470"	"-2.402650"	"-1.354280"	NA	NA	"  1.512220"	"  2.866500"	" 1.173510"	NA	" 1.748710"	"  3.102990"	NA	NA	NA	NA	" 1.958840"	NA	"-1.144150"	NA	"-1.108510"	NA	" 1.294140"	"-1.572350"	"-1.808850"	NA
"Hjurp"	NA	NA	"-1.079410"	NA	"-1.229400"	NA	" 0.842571"	NA	"  1.277480"	"  1.427480"	" 1.159850"	NA	" 1.594760"	"  1.744760"	NA	NA	" -0.899396"	NA	NA	"-1.097470"	"-1.414750"	NA	"-0.945576"	NA	NA	"-1.143650"	"-1.460930"	NA
"Epb41l5"	NA	NA	" 2.614240"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 2.563930"	NA	NA	NA	NA	NA
"Mettl13"	NA	NA	"-1.051250"	NA	NA	NA	NA	NA	"  0.939154"	NA	NA	NA	" 0.975513"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Mnda"	NA	NA	" 3.269210"	NA	" 4.534130"	NA	NA	NA	" -4.560320"	" -5.825240"	NA	NA	"-2.574250"	" -3.839170"	NA	NA	"  4.325770"	NA	NA	" 5.616880"	" 3.630810"	NA	NA	NA	NA	NA	NA	NA
"Mtfr2"	NA	NA	"-1.371820"	NA	"-1.230610"	NA	NA	NA	"  1.376010"	"  1.234800"	" 1.249260"	NA	" 1.962180"	"  1.820970"	NA	NA	NA	" 1.250660"	" 1.109450"	NA	NA	NA	NA	" 1.001210"	NA	NA	"-0.960967"	NA
"Tube1"	NA	NA	"-1.332030"	"-1.715750"	"-2.064210"	NA	NA	NA	"  1.347240"	"  2.079420"	NA	NA	" 1.831560"	"  2.563740"	NA	NA	NA	NA	" 1.640450"	NA	NA	NA	NA	NA	NA	NA	"-1.444830"	NA
"Rnu3a"	NA	NA	" 0.000000"	NA	NA	NA	NA	NA	"  0.000000"	NA	NA	" 0.000000"	NA	NA	" 0.000000"	NA	"  0.000000"	NA	NA	" 0.000000"	NA	NA	NA	" 0.000000"	NA	NA	" 0.000000"	" 0.000000"
